,track_name,artist,release_date,album,content_id,track_number,album_artist,composer,isrc,spotify_search_track_name,spotify_search_artist,spotify_search_album,spotify_track_uri,spotify_artist_uri,spotify_release_year,spotify_total_tracks,spotify_add_album,spotify_album_uri
2378,Night Strolling (Featuring Otto lechner & Peter Herbert),Alexdrum,2008,Cafe Drechsler Is Back,,"(12, 13)",Alexdrum,,,Night Strolling,Alexdrum,Cafe Drechsler Is Back,,,2008,0,True,
2380,"`Happy Birthday, Maggie`",Various Artists,1993,Point Of No Return,,"(2, 9)",Various Artists,Hans Zimmer,,"Happy Birthday, Maggie",Various Artists,Point Of No Return,,,1993,0,False,
2382,Hate,Various Artists,1993,Point Of No Return,,"(1, 9)",Various Artists,Hans Zimmer,,Hate,Various Artists,Point Of No Return,,,1993,0,False,
2383,Black Is The Color Of My True Love's Hair,Nina Simone,1959,Point Of No Return,,"(9, 9)",Nina Simone,Nina Simone,,Black Is The Color Of My True Loves Hair,Nina Simone,Point Of No Return,,,1959,0,False,
2384,Hells Kitchen,Various Artists,1993,Point Of No Return,,"(4, 9)",Various Artists,Hans Zimmer,,Hells Kitchen,Various Artists,Point Of No Return,,,1993,0,False,
2385,Wedding Bells,Various Artists,1993,Point Of No Return,,"(3, 9)",Various Artists,Hans Zimmer,,Wedding Bells,Various Artists,Point Of No Return,,,1993,0,False,
2409,Tchaikovsky: Billy Elliot - Swan Lake: Scene (Swan Theme),Various Artists,,21st Century Cinema Classics,3551538,"(5, 15)",Dmitry Yablonsky & Russian State Symphony Orchestra,,,Tchaikovsky: Billy Elliot - Swan Lake: Scene,Various Artists,21st Century Cinema Classics,,,,0,False,
2410,Alive,Pearl Jam,1993,"Dad, I Blew Up America",,"(1, 16)",Pearl Jam,,,Alive,Pearl Jam,"Dad, I Blew Up America",,,1993,0,True,
2411,Jimmy Olsen's Blues,Spin Doctors,1993,"Dad, I Blew Up America",,"(2, 16)",Spin Doctors,,,Jimmy Olsens Blues,Spin Doctors,"Dad, I Blew Up America",,,1993,0,True,
2413,Jeremy,Pearl Jam,1993,"Dad, I Blew Up America",,"(9, 16)",Pearl Jam,,,Jeremy,Pearl Jam,"Dad, I Blew Up America",,,1993,0,True,
2415,Somebody To Shove,Soul Asylum,1993,"Dad, I Blew Up America",,"(6, 16)",Soul Asylum,,,Somebody To Shove,Soul Asylum,"Dad, I Blew Up America",,,1993,0,True,
2417,Be The One,Poi Dog Pondering,1993,"Dad, I Blew Up America",,"(7, 16)",Poi Dog Pondering,,,Be The One,Poi Dog Pondering,"Dad, I Blew Up America",,,1993,0,True,
2418,Uninvited,Alanis Morissette,1998,City Of Angels,,"(2, 14)",Alanis Morissette,,,Uninvited,Alanis Morissette,City Of Angels,,,1998,0,False,
2419,I Grieve,Peter Gabriel,1998,City Of Angels,,"(8, 14)",Peter Gabriel,Peter Gabriel,,I Grieve,Peter Gabriel,City Of Angels,,,1998,0,False,
2421,If God Will Send His Angels,U2,1998,City Of Angels,,"(1, 14)",U2,U2,,If God Will Send His Angels,U2,City Of Angels,,,1998,0,False,
2423,"Mama, You Got A Daughter",John Lee Hooker,1987,City Of Angels,,"(5, 14)",John Lee Hooker,,,"Mama, You Got A Daughter",John Lee Hooker,City Of Angels,,,1987,0,False,
2424,I Know,Jude,1998,City Of Angels,,"(9, 14)",Jude,,,I Know,Jude,City Of Angels,,,1998,0,False,
2428,Ready To Go,Various Artists,1996,The Female Touch [Disc 2],,"(3, 20)",Republica,,,Ready To Go,Various Artists,The Female Touch,,,1996,0,True,
2429,"Here, There And Everywhere",Various Artists,1975,The Female Touch [Disc 2],,"(14, 20)",Emmylou Harris,,,"Here, There And Everywhere",Various Artists,The Female Touch,,,1975,0,True,
2430,Don't Know Much,Various Artists,1989,The Female Touch [Disc 2],,"(13, 20)",Linda Ronstadt & Aaron Neville,,,Dont Know Much,Various Artists,The Female Touch,,,1989,0,True,
2431,Thorn In My Side,Various Artists,1986,The Female Touch [Disc 2],,"(6, 20)",Eurythmics,,,Thorn In My Side,Various Artists,The Female Touch,,,1986,0,True,
2432,Circle,Various Artists,1988,The Female Touch [Disc 2],,"(10, 20)",Edie Brickell & The New Bohemians,,,Circle,Various Artists,The Female Touch,,,1988,0,True,
2433,Late Night Grande Hotel,Various Artists,1991,The Female Touch [Disc 2],,"(15, 20)",Nanci Griffith,,,Late Night Grande Hotel,Various Artists,The Female Touch,,,1991,0,True,
2434,Part Of The Process,Various Artists,1998,The Female Touch [Disc 2],,"(8, 20)",Morcheeba,,,Part Of The Process,Various Artists,The Female Touch,,,1998,0,True,
2435,Angel From Montgomery,Various Artists,1974,The Female Touch [Disc 2],,"(17, 20)",Bonnie Raitt,,,Angel From Montgomery,Various Artists,The Female Touch,,,1974,0,True,
2436,Midnight At The Oasis,Various Artists,1974,The Female Touch [Disc 2],,"(12, 20)",Maria Muldaur,,,Midnight At The Oasis,Various Artists,The Female Touch,,,1974,0,True,
2437,Missing,Various Artists,1994,The Female Touch [Disc 2],,"(4, 20)",Everything But The Girl,,,Missing,Various Artists,The Female Touch,,,1994,0,True,
2438,She Cries Your Name,Various Artists,1996,The Female Touch [Disc 2],,"(9, 20)",Beth Orton,,,She Cries Your Name,Various Artists,The Female Touch,,,1996,0,True,
2439,Black Velvet,Various Artists,1989,The Female Touch [Disc 2],,"(18, 20)",Alannah Myles,,,Black Velvet,Various Artists,The Female Touch,,,1989,0,True,
2440,Stupid Girl,Various Artists,1996,The Female Touch [Disc 2],,"(2, 20)",Garbage,,,Stupid Girl,Various Artists,The Female Touch,,,1996,0,True,
2441,Time After Time,Various Artists,1983,The Female Touch [Disc 2],,"(7, 20)",Cyndi Lauper,,,Time After Time,Various Artists,The Female Touch,,,1983,0,True,
2442,From A Distance,Various Artists,1990,The Female Touch [Disc 2],,"(20, 20)",Bette Midler,,,From A Distance,Various Artists,The Female Touch,,,1990,0,True,
2443,Harry's Game,Various Artists,1983,The Female Touch [Disc 2],,"(19, 20)",Clannad,,,Harrys Game,Various Artists,The Female Touch,,,1983,0,True,
2444,Whole Of The Moon,Various Artists,1992,The Female Touch [Disc 2],,"(16, 20)",Jennifer Warnes,,,Whole Of The Moon,Various Artists,The Female Touch,,,1992,0,True,
2445,Road Rage,Various Artists,1998,The Female Touch [Disc 2],,"(1, 20)",Catatonia,,,Road Rage,Various Artists,The Female Touch,,,1998,0,True,
2446,You're So Vain,Various Artists,1972,The Female Touch [Disc 2],,"(11, 20)",Carly Simon,,,Youre So Vain,Various Artists,The Female Touch,,,1972,0,True,
2447,Patience Of Angels,Various Artists,1994,The Female Touch [Disc 1],,"(19, 20)",Eddi Reader,,,Patience Of Angels,Various Artists,The Female Touch,,,1994,0,True,
2448,Crush,Various Artists,1998,The Female Touch [Disc 1],,"(1, 20)",Jennifer Paige,,,Crush,Various Artists,The Female Touch,,,1998,0,True,
2449,Everywhere,Various Artists,1998,The Female Touch [Disc 1],,"(12, 20)",Fleetwood Mac,,,Everywhere,Various Artists,The Female Touch,,,1998,0,True,
2450,I Love You Always Forever,Various Artists,1996,The Female Touch [Disc 1],,"(9, 20)",Donna Lewis,,,I Love You Always Forever,Various Artists,The Female Touch,,,1996,0,True,
2451,One By One,Various Artists,1995,The Female Touch [Disc 1],,"(17, 20)",Cher,,,One By One,Various Artists,The Female Touch,,,1995,0,True,
2452,Stay I Missed You,Various Artists,1994,The Female Touch [Disc 1],,"(6, 20)",Lisa Loeb,,,Stay I Missed You,Various Artists,The Female Touch,,,1994,0,True,
2453,You Might Need Somebody,Various Artists,1997,The Female Touch [Disc 1],,"(15, 20)",Shola Ama,,,You Might Need Somebody,Various Artists,The Female Touch,,,1997,0,True,
2454,Constant Craving,Various Artists,1992,The Female Touch [Disc 1],,"(5, 20)","Lang, K.D.",,,Constant Craving,Various Artists,The Female Touch,,,1992,0,True,
2455,All Woman,Various Artists,1991,The Female Touch [Disc 1],,"(8, 20)",Lisa Stansfield,,,All Woman,Various Artists,The Female Touch,,,1991,0,True,
2456,Stranded,Various Artists,1998,The Female Touch [Disc 1],,"(13, 20)",Lutricia McNeal,,,Stranded,Various Artists,The Female Touch,,,1998,0,True,
2457,Show Me Love,Various Artists,1997,The Female Touch [Disc 1],,"(16, 20)",Robyn,,,Show Me Love,Various Artists,The Female Touch,,,1997,0,True,
2458,Where Have All The Cowboys Gone?,Various Artists,1996,The Female Touch [Disc 1],,"(11, 20)",Paula Cole,,,Where Have All The Cowboys Gone?,Various Artists,The Female Touch,,,1996,0,True,
2459,Everything's Gonna Be Alright,Various Artists,1997,The Female Touch [Disc 1],,"(14, 20)",Sweetbox,,,Everythings Gonna Be Alright,Various Artists,The Female Touch,,,1997,0,True,
2461,Show Me Heaven,Various Artists,1993,The Female Touch [Disc 1],,"(7, 20)",Maria McKee,,,Show Me Heaven,Various Artists,The Female Touch,,,1993,0,True,
2463,Silent All These Years,Various Artists,1992,The Female Touch [Disc 1],,"(20, 20)",Tori Amos,,,Silent All These Years,Various Artists,The Female Touch,,,1992,0,True,
2464,Kiss The Rain,Various Artists,1998,The Female Touch [Disc 1],,"(10, 20)",Billie Myers,,,Kiss The Rain,Various Artists,The Female Touch,,,1998,0,True,
2465,Adia,Various Artists,1997,The Female Touch [Disc 1],,"(4, 20)",Sarah McLachlan,,,Adia,Various Artists,The Female Touch,,,1997,0,True,
2466,Perfect,Various Artists,1988,The Female Touch [Disc 1],,"(18, 20)",Fairground Attraction,,,Perfect,Various Artists,The Female Touch,,,1988,0,True,
2481,Il Mio Nome E' Nessuno,Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(9, 20)",Ennio Morricone,Ennio Morricone,,Il Mio Nome E Nessuno,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2482,Addio A Palermo,Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(8, 20)",Ennio Morricone,Ennio Morricone,,Addio A Palermo,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2484,La Donna Della Domenica,Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(6, 20)",Ennio Morricone,Ennio Morricone,,La Donna Della Domenica,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2486,Speranze Di Libertà,Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(11, 20)",Ennio Morricone,Ennio Morricone,,Speranze Di Libertà,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2487,"Il Buono, Il Brutto, Il Cattivo",Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(2, 20)",Ennio Morricone,Ennio Morricone,,"Il Buono, Il Brutto, Il Cattivo",Ennio Morricone,The Platinum Collection,,,2007,0,True,
2488,Tema D'amore Disperato,Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(10, 20)",Ennio Morricone,Ennio Morricone,,Tema Damore Disperato,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2489,Tema D'Amore,Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(17, 20)",Ennio Morricone,Ennio Morricone,,Tema DAmore,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2490,La Moglie Più Bella,Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(19, 20)",Ennio Morricone,Ennio Morricone,,La Moglie Più Bella,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2491,Morricone: The Mission - Gabriel's Oboe,Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(1, 20)",Ennio Morricone,Ennio Morricone,,Morricone: The Mission - Gabriels Oboe,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2492,Barbablù,Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(16, 20)",Ennio Morricone,Ennio Morricone,,Barbablù,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2493,Lontano,Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(15, 20)",Ennio Morricone,Ennio Morricone,,Lontano,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2494,Viaggio Con Anita,Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(18, 20)",Ennio Morricone,Ennio Morricone,,Viaggio Con Anita,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2498,Per Un Pugno Di Dollari,Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(20, 20)",Ennio Morricone,Ennio Morricone,,Per Un Pugno Di Dollari,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2499,Inseguimento E Fuga,Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(14, 20)",Ennio Morricone,Ennio Morricone,,Inseguimento E Fuga,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2500,Paura Sulla Città,Ennio Morricone,2007,The Platinum Collection [Disc 1],,"(12, 20)",Ennio Morricone,Ennio Morricone,,Paura Sulla Città,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2501,Romanza Quartiere,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(13, 20)",Ennio Morricone,Ennio Morricone,,Romanza Quartiere,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2502,Viva La Revolution,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(17, 20)",Ennio Morricone,Ennio Morricone,,Viva La Revolution,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2503,Dal Sex Appeal Al Primo Fellini,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(4, 20)",Ennio Morricone,Ennio Morricone,,Dal Sex Appeal Al Primo Fellini,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2504,Si Muore d'Amore,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(14, 20)",Ennio Morricone,Ennio Morricone,,Si Muore dAmore,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2505,Via Mala,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(10, 20)",Ennio Morricone,Ennio Morricone,,Via Mala,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2507,Il Vizietto,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(9, 20)",Ennio Morricone,Ennio Morricone,,Il Vizietto,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2508,Venuta Dal Mare,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(18, 20)",Ennio Morricone,Ennio Morricone,,Venuta Dal Mare,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2510,L'uomo dell'Armonica,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(5, 20)",Ennio Morricone,Ennio Morricone,,Luomo dellArmonica,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2511,Il Segreto Del Sahara,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(6, 20)",Ennio Morricone,Ennio Morricone,,Il Segreto Del Sahara,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2513,La Cosa Buffa,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(11, 20)",Ennio Morricone,Ennio Morricone,,La Cosa Buffa,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2514,Dimenticare Palermo,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(12, 20)",Ennio Morricone,Ennio Morricone,,Dimenticare Palermo,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2515,Algeri I Novembre 1954,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(7, 20)",Ennio Morricone,Ennio Morricone,,Algeri I Novembre 1954,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2516,La Tragedia Di Un Uomo Ridicolo,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(20, 20)",Ennio Morricone,Ennio Morricone,,La Tragedia Di Un Uomo Ridicolo,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2517,Thieves After Dark,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(15, 20)",Ennio Morricone,Ennio Morricone,,Thieves After Dark,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2519,Il Vento Il Grido,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(19, 20)",Ennio Morricone,Ennio Morricone,,Il Vento Il Grido,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2520,Estate 1943,Ennio Morricone,2007,The Platinum Collection [Disc 2],,"(16, 20)",Ennio Morricone,Ennio Morricone,,Estate 1943,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2521,Crescete E Moltiplicatevi,Ennio Morricone,2007,The Platinum Collection,,"(17, 20)",Ennio Morricone,Ennio Morricone,,Crescete E Moltiplicatevi,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2524,Romanzo,Ennio Morricone,2007,The Platinum Collection,,"(5, 20)",Ennio Morricone,Ennio Morricone,,Romanzo,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2525,La Ragion Pura,Ennio Morricone,2007,The Platinum Collection,,"(20, 20)",Ennio Morricone,Ennio Morricone,,La Ragion Pura,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2526,La Ballata Di Hank McCain,Ennio Morricone,2007,The Platinum Collection,,"(19, 20)",Ennio Morricone,Ennio Morricone,,La Ballata Di Hank McCain,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2531,Per Qualche Dollaro In Più,Ennio Morricone,2007,The Platinum Collection,,"(4, 20)",Ennio Morricone,Ennio Morricone,,Per Qualche Dollaro In Più,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2533,The Falls,Ennio Morricone,2007,The Platinum Collection,,"(6, 20)",Ennio Morricone,Ennio Morricone,,The Falls,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2535,I Crudeli,Ennio Morricone,2007,The Platinum Collection,,"(10, 20)",Ennio Morricone,Ennio Morricone,,I Crudeli,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2536,L'Uomo Proiettile,Ennio Morricone,2007,The Platinum Collection,,"(16, 20)",Ennio Morricone,Ennio Morricone,,LUomo Proiettile,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2537,Tema Di Dunja,Ennio Morricone,2007,The Platinum Collection,,"(18, 20)",Ennio Morricone,Ennio Morricone,,Tema Di Dunja,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2538,Maturità,Ennio Morricone,2007,The Platinum Collection,,"(3, 20)",Ennio Morricone,Ennio Morricone,,Maturità,Ennio Morricone,The Platinum Collection,,,2007,0,True,
2541,Groovin' With You (Intergalactic Harbour Mix),The Gentle People,1998,Chilled Euphoria [Disc 2],,"(4, 14)",The Gentle People,The Gentle People,,Groovin With You,The Gentle People,Chilled Euphoria,,,1998,0,False,
2543,Early,Chicane,1997,Chilled Euphoria [Disc 2],,"(8, 14)",Chicane,Nick Bracegirdle,,Early,Chicane,Chilled Euphoria,,,1997,0,False,
2544,This Love,Craig Armstrong,1997,Chilled Euphoria [Disc 2],,"(14, 14)",Craig Armstrong,"Armstrong, Burns",,This Love,Craig Armstrong,Chilled Euphoria,,,1997,0,False,
2545,Second Hand,Underworld,1994,Chilled Euphoria [Disc 2],,"(6, 14)",Underworld,"Smith, Hyde, Emerson",,Second Hand,Underworld,Chilled Euphoria,,,1994,0,False,
2546,Synaesthesia (Alaska's Sunset Mix),The Thrillseekers,1999,Chilled Euphoria [Disc 2],,"(13, 14)",The Thrillseekers,S Helstrip,,Synaesthesia,The Thrillseekers,Chilled Euphoria,,,1999,0,False,
2547,Into The Dawn,Accadia,2000,Chilled Euphoria [Disc 2],,"(1, 14)",Accadia,Michael Woods,,Into The Dawn,Accadia,Chilled Euphoria,,,2000,0,False,
2548,Dream Universe (16B Still Waters Symphony Mix),C.M.,2000,Chilled Euphoria [Disc 2],,"(12, 14)",C.M.,"Marino Stephano, Crisci Mauro",,Dream Universe,C.M.,Chilled Euphoria,,,2000,0,False,
2549,Composure,Junk Project,2000,Chilled Euphoria [Disc 2],,"(3, 14)",Junk Project,"Reysan Khan, Andreas Kramer",,Composure,Junk Project,Chilled Euphoria,,,2000,0,False,
2552,Seven Cities (Ambient Dub),Solar Stone,2000,Chilled Euphoria [Disc 2],,"(5, 14)",Solar Stone,"Rich Mowatt, Andy Bury",,Seven Cities,Solar Stone,Chilled Euphoria,,,2000,0,False,
2553,Twilo Thunder (Auranaut Remix),Breeder,2000,Chilled Euphoria [Disc 2],,"(2, 14)",Breeder,"Simon Noble, Rowan Blades",,Twilo Thunder,Breeder,Chilled Euphoria,,,2000,0,False,
2554,Come Together,Primal Scream,1990,Chilled Euphoria [Disc 2],,"(9, 14)",Primal Scream,"Gillespie, Innes, Young",,Come Together,Primal Scream,Chilled Euphoria,,,1990,0,False,
2555,Saltwater [The Thrillseekers Remix],Chicane,2000,Chilled Euphoria [Disc 1],,"(13, 14)",Chicane,Mixed by Red Jerry,,Saltwater,Chicane,Chilled Euphoria,,,2000,0,False,
2556,Invisible,Tilt,1998,Chilled Euphoria [Disc 1],,"(11, 14)",Tilt,Mixed by Red Jerry,,Invisible,Tilt,Chilled Euphoria,,,1998,0,False,
2557,Bedrock [3.2 Bedrock Ambient Mix],Humate,1998,Chilled Euphoria [Disc 1],,"(12, 14)",Humate,Mixed by Red Jerry,,Bedrock,Humate,Chilled Euphoria,,,1998,0,False,
2559,From Russia With Love [Alaska Remix],Matt Darey Pres Dsp,2000,Chilled Euphoria [Disc 1],,"(7, 14)",Matt Darey Pres Dsp,Mixed by Red Jerry,,From Russia With Love,Matt Darey Pres Dsp,Chilled Euphoria,,,2000,0,False,
2561,Drifting Away ' Spy Theme' From Trigger Happy TV,Faithless,1996,Chilled Euphoria [Disc 1],,"(1, 14)",Faithless,Mixed by Red Jerry,,Drifting Away  Spy Theme From Trigger Happy TV,Faithless,Chilled Euphoria,,,1996,0,False,
2563,Jillanity [Original Album Version Edit],L.S.G.,2000,Chilled Euphoria [Disc 1],,"(9, 14)",L.S.G.,Mixed by Red Jerry,,Jillanity,L.S.G.,Chilled Euphoria,,,2000,0,False,
2566,Cafe Del Mar [Michael Woods Remix],Energy 52,2000,Chilled Euphoria [Disc 1],,"(4, 14)",Energy 52,Mixed by Red Jerry,,Cafe Del Mar,Energy 52,Chilled Euphoria,,,2000,0,False,
2567,Ambient 1 / Music For Airports,Brian Eno,1978,Chilled Euphoria [Disc 1],,"(8, 14)",Brian Eno,Mixed by Red Jerry,,Ambient 1 / Music For Airports,Brian Eno,Chilled Euphoria,,,1978,0,False,
2568,Touched By God,Katcha,2000,Chilled Euphoria [Disc 1],,"(2, 14)",Katcha,Mixed by Red Jerry,,Touched By God,Katcha,Chilled Euphoria,,,2000,0,False,
2570,I'm Nuthin',Ethan Hawke,1994,Reality Bites,,"(10, 14)",Ethan Hawke,David Baerwald,,Im Nuthin,Ethan Hawke,Reality Bites,,,1994,0,False,
2571,Locked Out,Crowded House,1994,Reality Bites,,"(8, 14)",Crowded House,Neil Finn,,Locked Out,Crowded House,Reality Bites,,,1994,0,False,
2574,Turnip Farm,Dinosaur Jr,1994,Reality Bites,,"(11, 14)",Dinosaur Jr,Kurt Fedora/J. Mascis,,Turnip Farm,Dinosaur Jr,Reality Bites,,,1994,0,False,
2575,Spinning Around Over You,Lenny Kravitz,1994,Reality Bites,,"(9, 14)",Lenny Kravitz,C. Ross/Lenny Kravitz,,Spinning Around Over You,Lenny Kravitz,Reality Bites,,,1994,0,False,
2576,Tempted 1994,Squeeze,1994,Reality Bites,,"(13, 14)",Squeeze,G. Tilbrook/Chris Difford,,Tempted 1994,Squeeze,Reality Bites,,,1994,0,False,
2578,Revival!,Me Phi Me,1994,Reality Bites,,"(12, 14)",Me Phi Me,Me Phi Me/CCT,,Revival!,Me Phi Me,Reality Bites,,,1994,0,False,
2579,When You Come Back To Me,World Party,1994,Reality Bites,,"(4, 14)",World Party,Carl Walenger,,When You Come Back To Me,World Party,Reality Bites,,,1994,0,False,
2580,"Going, Going, Gone",The Posies,1994,Reality Bites,,"(5, 14)",The Posies,Kenneth Stringfellow/Jonathan Auer,,"Going, Going, Gone",The Posies,Reality Bites,,,1994,0,False,
2583,Kiss That Sound,Pulsedriver,1999,Gatecrasher Red - Plasma,,"(10, 18)",Pulsedriver,Gatecrasher,,Kiss That Sound,Pulsedriver,Gatecrasher Red - Plasma,,,1999,0,True,
2585,Firewalk,Basic Avalon,1999,Gatecrasher Red - Plasma,,"(9, 18)",Basic Avalon,Gatecrasher,,Firewalk,Basic Avalon,Gatecrasher Red - Plasma,,,1999,0,True,
2586,Odyssey (Original Mix),Inflexion,1999,Gatecrasher Red - Plasma,,"(1, 18)",Inflexion,Gatecrasher,,Odyssey,Inflexion,Gatecrasher Red - Plasma,,,1999,0,True,
2588,The Sun Is Shining (Mash Up Matt Remix),Techniques,1999,Gatecrasher Red - Plasma,,"(8, 18)",Techniques,Gatecrasher,,The Sun Is Shining,Techniques,Gatecrasher Red - Plasma,,,1999,0,True,
2589,Feel The Pressure (Baby Doc Remix),Signum,1999,Gatecrasher Red - Plasma,,"(16, 18)",Signum,Gatecrasher,,Feel The Pressure,Signum,Gatecrasher Red - Plasma,,,1999,0,True,
2590,Touched By God (Original),Catcha,1999,Gatecrasher Red - Plasma,,"(7, 18)",Catcha,Gatecrasher,,Touched By God,Catcha,Gatecrasher Red - Plasma,,,1999,0,True,
2591,Suspicious Love (DJ Jamx & De Leon's Dumonde Mix),Basic Avalon,1999,Gatecrasher Red - Plasma,,"(14, 18)",Basic Avalon,Gatecrasher,,Suspicious Love,Basic Avalon,Gatecrasher Red - Plasma,,,1999,0,True,
2592,Vision Control,Marino Stephano,1999,Gatecrasher Red - Plasma,,"(11, 18)",Marino Stephano,Gatecrasher,,Vision Control,Marino Stephano,Gatecrasher Red - Plasma,,,1999,0,True,
2593,Theme From Norefiell (DJ Jan & Christopher Chantzis Mix),DJ Tiësto,1999,Gatecrasher Red - Plasma,,"(13, 18)",DJ Tiësto,Gatecrasher,,Theme From Norefiell,DJ Tiësto,Gatecrasher Red - Plasma,,,1999,0,True,
2594,My Dreams Will Come True,Summer Spirit feat. Taytjana,1999,Gatecrasher Red - Plasma,,"(4, 18)",Summer Spirit feat. Taytjana,Gatecrasher,,My Dreams Will Come True,Summer Spirit feat. Taytjana,Gatecrasher Red - Plasma,,,1999,0,True,
2595,After The Meteor,Phrenetic System,1999,Gatecrasher Red - Plasma,,"(12, 18)",Phrenetic System,Gatecrasher,,After The Meteor,Phrenetic System,Gatecrasher Red - Plasma,,,1999,0,True,
2598,Atmospheres,Kayestone,1999,Gatecrasher Red - Plasma,,"(3, 18)",Kayestone,Gatecrasher,,Atmospheres,Kayestone,Gatecrasher Red - Plasma,,,1999,0,True,
2599,Gouryella - Gouryella,Gouryella,1999,Gatecrasher Red - Plasma,,"(15, 18)",Gouryella,Gatecrasher,,Gouryella - Gouryella,Gouryella,Gatecrasher Red - Plasma,,,1999,0,True,
2622,Baker Street,Gerry Rafferty,1997,Soft Rock Collected,,"(11, 16)",Gerry Rafferty,,,Baker Street,Gerry Rafferty,Soft Rock Collected,,,1997,0,True,
2629,Alone,Heart,1987,Soft Rock Collected,,"(3, 16)",Heart,,,Alone,Heart,Soft Rock Collected,,,1987,0,True,
2630,(I Just) Died In Your Arms,Cutting Crew,1986,Soft Rock Collected,,"(10, 16)",Cutting Crew,,, Died In Your Arms,Cutting Crew,Soft Rock Collected,,,1986,0,True,
2631,"Swan Lake, Op. 20: No. 2 Valse (Corps de Ballet)",Various Artists,2003-10-13T07:00:00Z,100 Classical Hits,19048151,"(12, 20)",London Symphony Orchestra & Pierre Monteux,,,"Swan Lake, Op. 20: No. 2 Valse",Various Artists,100 Classical Hits,,,2003,0,False,
2635,Experiment IV,Kate Bush,1986,The Whole Story,,"(10, 12)",Kate Bush,Kate Bush,,Experiment IV,Kate Bush,The Whole Story,,,1986,0,True,
2637,Wuthering Heights,Kate Bush,1986,The Whole Story,,"(1, 12)",Kate Bush,Kate Bush,,Wuthering Heights,Kate Bush,The Whole Story,,,1986,0,True,
